zone_class,osm_id,centroid_lon,centroid_lat,geometry_type
residential,1332807917,72.651167,23.161009,Polygon
residential,1332807918,72.650782,23.160678,Polygon
residential,1332807919,72.650788,23.160745,Polygon
residential,1332807920,72.650798,23.16083,Polygon
residential,1332807921,72.650803,23.160892,Polygon
residential,1332807922,72.650814,23.160975,Polygon
residential,1332807923,72.650829,23.16104,Polygon
residential,1332807924,72.650965,23.161008,Polygon
industrial,1332807932,72.652742,23.163009,Polygon
residential,1332807933,72.652362,23.163392,Polygon
residential,1332807934,72.651975,23.163941,Polygon
residential,1332807935,72.651983,23.164011,Polygon
residential,1332807936,72.651991,23.164087,Polygon
residential,1332807937,72.652001,23.164158,Polygon
residential,1332807938,72.65201,23.164245,Polygon
residential,1332807939,72.652379,23.164212,Polygon
residential,1332807940,72.65237,23.164137,Polygon
residential,1332807941,72.652359,23.164059,Polygon
residential,1332807942,72.652354,23.163981,Polygon
residential,1332807943,72.652345,23.16391,Polygon
residential,1332807944,72.652663,23.163909,Polygon
residential,1332807945,72.652775,23.164092,Polygon
residential,1332807946,72.652922,23.164076,Polygon
residential,1332807947,72.652548,23.16413,Polygon
residential,1332807948,72.652565,23.164292,Polygon
residential,1332807949,72.652592,23.164457,Polygon
residential,1332807950,72.652827,23.164455,Polygon
residential,1332807951,72.652967,23.16444,Polygon
residential,1332807952,72.652971,23.164748,Polygon
residential,1332807953,72.652959,23.164628,Polygon
residential,1332807954,72.652797,23.164762,Polygon
residential,1332807955,72.652635,23.164777,Polygon
residential,1332807956,72.652619,23.164663,Polygon
residential,1332807957,72.652453,23.164778,Polygon
residential,1332807958,72.652439,23.164624,Polygon
residential,1332807959,72.652428,23.164479,Polygon
residential,1332807960,72.652251,23.164793,Polygon
residential,1332807961,72.652235,23.164638,Polygon
residential,1332807962,72.652225,23.164485,Polygon
residential,1332807966,72.651839,23.164816,Polygon
residential,1332807967,72.652083,23.164797,Polygon
residential,1332807968,72.652063,23.164611,Polygon
residential,1332807969,72.652039,23.164412,Polygon
residential,1332807970,72.652792,23.164644,Polygon
residential,1332807971,72.652885,23.165001,Polygon
residential,1332807972,72.653076,23.164978,Polygon
residential,1332807973,72.652896,23.165314,Polygon
residential,1332807974,72.653173,23.165626,Polygon
residential,1332807975,72.652949,23.165612,Polygon
residential,1332807976,72.651914,23.165135,Polygon
residential,1332807977,72.651701,23.165151,Polygon
residential,1332807978,72.65171,23.165275,Polygon
residential,1332807979,72.651718,23.165422,Polygon
residential,1332807980,72.651728,23.165529,Polygon
residential,1332807981,72.651733,23.165655,Polygon
residential,1332807982,72.651744,23.165765,Polygon
commercial,1332807983,72.651323,23.165333,Polygon
residential,1332807984,72.651506,23.165324,Polygon
residential,1332807985,72.651512,23.165447,Polygon
residential,1332807986,72.651304,23.16532,Polygon
residential,1332807987,72.651308,23.165428,Polygon
residential,1332807988,72.651316,23.165537,Polygon
residential,1332807989,72.651296,23.165237,Polygon
residential,1332809530,72.651369,23.160773,Polygon
residential,1332809531,72.652334,23.164206,Polygon
industrial,1332809532,72.652056,23.158143,Polygon
residential,1332809538,72.653871,23.158511,Polygon
residential,1332809539,72.653706,23.15853,Polygon
residential,1332809540,72.65375,23.15866,Polygon
residential,1332809541,72.65392,23.158642,Polygon
residential,1332809542,72.65395,23.158748,Polygon
residential,1332809543,72.653785,23.158771,Polygon
residential,1332809544,72.653637,23.15879,Polygon
residential,1332809546,72.654251,23.159747,Polygon
residential,1332809547,72.654338,23.159947,Polygon
residential,1332809548,72.653562,23.160021,Polygon
residential,1332809551,72.652299,23.159837,Polygon
residential,1332809552,72.652454,23.159841,Polygon
residential,1332809553,72.652607,23.159826,Polygon
residential,1332809554,72.652793,23.159743,Polygon
residential,1332809555,72.652753,23.159594,Polygon
residential,1332809556,72.65271,23.159445,Polygon
residential,1332809557,72.652512,23.159453,Polygon
residential,1332809558,72.652356,23.159473,Polygon
residential,1332809559,72.652243,23.159504,Polygon
residential,1332809560,72.6522,23.159339,Polygon
residential,1332809561,72.652166,23.15922,Polygon
residential,1332809562,72.65212,23.159066,Polygon
residential,1332809563,72.652095,23.15894,Polygon
residential,1332809564,72.652257,23.158905,Polygon
residential,1332809565,72.652294,23.159032,Polygon
residential,1332809566,72.652336,23.159178,Polygon
residential,1332809567,72.652376,23.159314,Polygon
residential,1332809568,72.652624,23.159281,Polygon
residential,1332809569,72.652576,23.159126,Polygon
residential,1332809570,72.652537,23.158984,Polygon
residential,1332809571,72.652508,23.158851,Polygon
residential,1332809572,72.652467,23.158711,Polygon
residential,1332810436,72.652887,23.16052,Polygon
residential,1332810437,72.652917,23.160649,Polygon
residential,1332810438,72.652962,23.160775,Polygon
residential,1332810439,72.652999,23.160916,Polygon
residential,1332810440,72.65303,23.161046,Polygon
residential,1332810441,72.653069,23.16117,Polygon
residential,1332810442,72.652584,23.160807,Polygon
residential,1332810443,72.652758,23.160778,Polygon
residential,1332810444,72.652708,23.161393,Polygon
residential,1332810445,72.652891,23.161371,Polygon
residential,1332810446,72.653088,23.161338,Polygon
residential,1332810447,72.653246,23.161313,Polygon
residential,1332810448,72.653166,23.160682,Polygon
residential,1332810449,72.653192,23.160805,Polygon
residential,1332810450,72.653237,23.160954,Polygon
residential,1332810451,72.653272,23.161066,Polygon
residential,1332810452,72.653296,23.161159,Polygon
residential,1332810453,72.652772,23.161621,Polygon
residential,1332810454,72.652792,23.161717,Polygon
residential,1332810455,72.653243,23.16151,Polygon
residential,1332810456,72.653264,23.161607,Polygon
residential,1332810457,72.65329,23.16172,Polygon
residential,1332810458,72.652841,23.161985,Polygon
residential,1332810459,72.653022,23.161956,Polygon
residential,1332810460,72.653213,23.161917,Polygon
residential,1332810461,72.653356,23.161891,Polygon
residential,1332810462,72.653302,23.160476,Polygon
residential,1332810463,72.653347,23.160638,Polygon
residential,1332810464,72.653392,23.160797,Polygon
residential,1332810465,72.65344,23.160949,Polygon
residential,1332810466,72.653479,23.161104,Polygon
residential,1332810467,72.653744,23.161053,Polygon
residential,1332810468,72.653701,23.160906,Polygon
residential,1332810469,72.653666,23.160762,Polygon
residential,1332810470,72.653625,23.160614,Polygon
residential,1332810476,72.654263,23.160741,Polygon
residential,1332810477,72.654439,23.160712,Polygon
residential,1332810478,72.654604,23.160686,Polygon
residential,1332810479,72.654339,23.160963,Polygon
residential,1332810480,72.654516,23.160931,Polygon
residential,1332813303,72.654606,23.162966,Polygon
residential,1332813304,72.654421,23.163012,Polygon
residential,1332813305,72.653955,23.163369,Polygon
residential,1332813306,72.653671,23.163259,Polygon
residential,1332813307,72.653896,23.162965,Polygon
residential,1332813308,72.653892,23.16316,Polygon
residential,1332813309,72.655236,23.163455,Polygon
residential,1332813310,72.655389,23.163423,Polygon
residential,1332813311,72.655256,23.163581,Polygon
residential,1332813312,72.655308,23.163821,Polygon
residential,1332813313,72.65545,23.163791,Polygon
residential,1332813314,72.655586,23.163764,Polygon
residential,1332813315,72.655517,23.163387,Polygon
residential,1332813316,72.655559,23.163531,Polygon
residential,1332813317,72.655688,23.164191,Polygon
residential,1332813318,72.65522,23.16434,Polygon
residential,1332813319,72.655181,23.164182,Polygon
residential,1332813320,72.655142,23.164016,Polygon
residential,1332813321,72.65502,23.164379,Polygon
residential,1332813322,72.65498,23.164217,Polygon
residential,1332813323,72.654935,23.164052,Polygon
residential,1332813325,72.653336,23.163835,Polygon
residential,1332813326,72.653358,23.164004,Polygon
residential,1332813327,72.653396,23.164194,Polygon
residential,1332813328,72.653236,23.164208,Polygon
residential,1332813329,72.653197,23.164034,Polygon
residential,1332813330,72.653177,23.163866,Polygon
residential,1332813331,72.653487,23.163817,Polygon
residential,1332813332,72.653271,23.164372,Polygon
residential,1332813333,72.653417,23.164345,Polygon
residential,1332813334,72.653558,23.164316,Polygon
residential,1332813335,72.65373,23.16428,Polygon
residential,1332813336,72.653869,23.164258,Polygon
residential,1332813337,72.653973,23.164232,Polygon
residential,1332813338,72.65348,23.164651,Polygon
residential,1332813339,72.653637,23.164635,Polygon
residential,1332813340,72.653806,23.164601,Polygon
residential,1332813341,72.653956,23.164573,Polygon
residential,1332813342,72.654059,23.164551,Polygon
residential,1332813343,72.653467,23.164517,Polygon
residential,1332813344,72.653616,23.164493,Polygon
residential,1332813345,72.653788,23.164462,Polygon
residential,1332813346,72.653929,23.164433,Polygon
residential,1332813347,72.654032,23.164412,Polygon
residential,1332813348,72.654074,23.163665,Polygon
residential,1332813349,72.653845,23.163785,Polygon
residential,1332813350,72.6539,23.164011,Polygon
residential,1332813351,72.654128,23.164009,Polygon
residential,1332814530,72.656012,23.165065,Polygon
residential,1332814531,72.655868,23.16509,Polygon
residential,1332814532,72.655732,23.165107,Polygon
residential,1332814533,72.655603,23.165117,Polygon
residential,1332814534,72.655486,23.165127,Polygon
residential,1332814535,72.655537,23.165331,Polygon
residential,1332814536,72.655645,23.165316,Polygon
residential,1332814537,72.655783,23.165301,Polygon
residential,1332814538,72.655914,23.165286,Polygon
residential,1332814539,72.655235,23.165301,Polygon
residential,1332814540,72.655196,23.165179,Polygon
residential,1332814543,72.654802,23.165943,Polygon
residential,1332814544,72.654752,23.165792,Polygon
residential,1332814545,72.654705,23.165603,Polygon
residential,1332814546,72.654663,23.165418,Polygon
residential,1332814547,72.654623,23.165234,Polygon
residential,1332814548,72.654168,23.165331,Polygon
residential,1332814549,72.65422,23.165531,Polygon
residential,1332814550,72.654335,23.165993,Polygon
residential,1332814551,72.654289,23.165812,Polygon
residential,1332814552,72.654253,23.165665,Polygon
residential,1332814553,72.654567,23.165948,Polygon
residential,1332814554,72.654171,23.166018,Polygon
residential,1332814555,72.654143,23.165886,Polygon
residential,1332814556,72.654102,23.165728,Polygon
residential,1332814557,72.653486,23.165833,Polygon
residential,1333160700,72.63747,23.217525,Polygon
residential,1333165087,72.654678,23.166249,Polygon
residential,1333165088,72.654711,23.166423,Polygon
residential,1333165089,72.654748,23.166604,Polygon
residential,1333165090,72.654915,23.166212,Polygon
residential,1333165091,72.655087,23.166191,Polygon
residential,1333165092,72.655266,23.16617,Polygon
residential,1333165093,72.655444,23.166144,Polygon
residential,1333165094,72.654967,23.166609,Polygon
residential,1333165095,72.655138,23.166592,Polygon
residential,1333165096,72.655317,23.166576,Polygon
residential,1333165097,72.655531,23.166534,Polygon
residential,1333165098,72.655503,23.166355,Polygon
residential,1333165099,72.655303,23.166376,Polygon
residential,1333165100,72.655614,23.166108,Polygon
residential,1333165101,72.655633,23.166211,Polygon
residential,1333165102,72.655663,23.166366,Polygon
residential,1333165103,72.655697,23.166532,Polygon
residential,1333165104,72.655722,23.166681,Polygon
residential,1333165105,72.655923,23.166689,Polygon
residential,1333165106,72.656111,23.166651,Polygon
residential,1333165107,72.656078,23.1665,Polygon
residential,1333165108,72.656042,23.166331,Polygon
residential,1333165109,72.656013,23.166177,Polygon
residential,1333165110,72.655989,23.166069,Polygon
residential,1333165111,72.655808,23.166095,Polygon
residential,1333165112,72.656357,23.16708,Polygon
residential,1333165114,72.651511,23.158863,Polygon
residential,1333165115,72.655341,23.166502,Polygon
residential,1333165116,72.654396,23.165238,Polygon
residential,1333165117,72.654269,23.165644,Polygon
residential,1333165118,72.65554,23.165255,Polygon
residential,1333165119,72.653632,23.164079,Polygon
residential,1333165120,72.655208,23.163901,Polygon
residential,1333165121,72.652976,23.161058,Polygon
residential,1333165122,72.652351,23.159097,Polygon
residential,1333170872,72.646616,23.167596,Polygon
residential,1333170873,72.645717,23.168212,Polygon
residential,1333170874,72.645284,23.167656,Polygon
residential,1333170875,72.645583,23.167719,Polygon
residential,1333170876,72.645,23.167608,Polygon
residential,1333170877,72.64546,23.169296,Polygon
residential,1333170878,72.644714,23.169449,Polygon
residential,1333170879,72.644888,23.168924,Polygon
residential,1333170880,72.645017,23.168354,Polygon
residential,1333170881,72.644924,23.16866,Polygon
residential,1333170882,72.644222,23.170273,Polygon
residential,1333170883,72.644542,23.170362,Polygon
residential,1333170884,72.644504,23.170689,Polygon
residential,1333170885,72.644656,23.170055,Polygon
residential,1333170886,72.644397,23.173914,Polygon
residential,1333170887,72.644796,23.173664,Polygon
residential,1333170888,72.644092,23.173706,Polygon
residential,1333170889,72.644708,23.17337,Polygon
residential,1333170890,72.64415,23.173401,Polygon
residential,1333170891,72.643981,23.173128,Polygon
residential,1333170892,72.643959,23.172662,Polygon
residential,1333170893,72.643974,23.172276,Polygon
residential,1333170894,72.643989,23.17188,Polygon
residential,1333170895,72.644761,23.172261,Polygon
residential,1333170896,72.644798,23.171858,Polygon
residential,1333170897,72.644716,23.171448,Polygon
residential,1333170898,72.64399,23.171476,Polygon
residential,1333170899,72.644579,23.172903,Polygon
residential,1333170900,72.644285,23.17355,Polygon
residential,1333170901,72.644536,23.173525,Polygon
residential,1333170902,72.647406,23.169924,Polygon
residential,1333170903,72.647434,23.169769,Polygon
residential,1333170904,72.647471,23.169622,Polygon
residential,1333170905,72.647513,23.169442,Polygon
residential,1333170906,72.647673,23.169469,Polygon
residential,1333170910,72.646184,23.169286,Polygon
commercial,1333176299,72.640335,23.170833,Polygon
commercial,1333176311,72.640344,23.172736,Polygon
commercial,1333176319,72.640659,23.174174,Polygon
residential,1333176322,72.640614,23.173668,Polygon
residential,1333176323,72.640453,23.173448,Polygon
residential,1333176324,72.640431,23.173248,Polygon
residential,1333176325,72.640715,23.173164,Polygon
residential,1333176326,72.640853,23.173168,Polygon
residential,1333176327,72.640976,23.173168,Polygon
residential,1333176328,72.640966,23.173391,Polygon
residential,1333176329,72.640832,23.173719,Polygon
residential,1333176330,72.641178,23.173747,Polygon
residential,1333176331,72.641178,23.173627,Polygon
residential,1333176332,72.641178,23.173495,Polygon
residential,1333176333,72.641342,23.17374,Polygon
residential,1333176334,72.641334,23.173617,Polygon
residential,1333176335,72.641324,23.17345,Polygon
residential,1333176336,72.641137,23.173224,Polygon
residential,1333176337,72.641248,23.173175,Polygon
residential,1333176338,72.641393,23.173257,Polygon
residential,1333176339,72.641394,23.173156,Polygon
residential,1333176340,72.641653,23.173249,Polygon
residential,1333176341,72.641653,23.173153,Polygon
residential,1333176342,72.641661,23.173577,Polygon
residential,1333176343,72.641818,23.173576,Polygon
residential,1333176344,72.641668,23.173796,Polygon
residential,1333176345,72.641815,23.173736,Polygon
residential,1333176346,72.641664,23.173996,Polygon
residential,1333176347,72.641811,23.17399,Polygon
residential,1333176348,72.641813,23.174083,Polygon
residential,1333176349,72.641811,23.174177,Polygon
residential,1333176350,72.641671,23.174254,Polygon
residential,1333176351,72.641655,23.174366,Polygon
residential,1333176352,72.641815,23.174411,Polygon
residential,1333176353,72.642036,23.174414,Polygon
residential,1333176354,72.642194,23.174405,Polygon
residential,1333176355,72.64204,23.173761,Polygon
residential,1333176356,72.64219,23.173762,Polygon
residential,1333176357,72.642038,23.173582,Polygon
residential,1333176358,72.641953,23.173162,Polygon
residential,1333176359,72.642089,23.173156,Polygon
residential,1333176360,72.642209,23.173209,Polygon
residential,1333176361,72.642365,23.173248,Polygon
residential,1333176362,72.642483,23.173246,Polygon
residential,1333176363,72.642524,23.173395,Polygon
residential,1333176364,72.642396,23.173579,Polygon
residential,1333176365,72.642404,23.17373,Polygon
residential,1333176366,72.642555,23.173766,Polygon
residential,1333176367,72.642389,23.174001,Polygon
residential,1333176368,72.642553,23.17404,Polygon
residential,1333176369,72.6424,23.174227,Polygon
residential,1333176370,72.642548,23.174225,Polygon
residential,1333176371,72.642558,23.174415,Polygon
residential,1333176372,72.642771,23.174429,Polygon
residential,1333176373,72.642928,23.174042,Polygon
residential,1333176374,72.643292,23.17404,Polygon
residential,1333176375,72.642924,23.173752,Polygon
residential,1333176376,72.643145,23.173595,Polygon
residential,1333176377,72.643143,23.173778,Polygon
residential,1333176378,72.643282,23.173778,Polygon
residential,1333176379,72.64329,23.173595,Polygon
residential,1333176380,72.642757,23.173223,Polygon
residential,1333176381,72.642893,23.173236,Polygon
residential,1333176382,72.643454,23.173586,Polygon
residential,1333176383,72.643454,23.173784,Polygon
residential,1333176384,72.643442,23.174055,Polygon
residential,1333176385,72.643576,23.174058,Polygon
residential,1333176386,72.643444,23.174227,Polygon
residential,1333176387,72.643583,23.174225,Polygon
residential,1333176388,72.643452,23.174432,Polygon
residential,1333176389,72.64358,23.174442,Polygon
residential,1333176390,72.643292,23.174404,Polygon
residential,1333176391,72.643143,23.174423,Polygon
residential,1333176392,72.643737,23.174406,Polygon
residential,1333176393,72.642772,23.173622,Polygon
residential,1333176394,72.642926,23.173545,Polygon
residential,1333176395,72.642772,23.173796,Polygon
residential,1333176396,72.642764,23.173987,Polygon
residential,1333176397,72.64277,23.174256,Polygon
residential,1333176398,72.642932,23.17419,Polygon
residential,1333176399,72.642932,23.174373,Polygon
residential,1333176400,72.643294,23.174265,Polygon
residential,1333176401,72.643741,23.174267,Polygon
residential,1333176402,72.643735,23.174059,Polygon
residential,1333176403,72.643194,23.173411,Polygon
residential,1333178745,72.652972,23.171619,Polygon
residential,1333178746,72.652761,23.171706,Polygon
residential,1333178747,72.652674,23.171924,Polygon
residential,1333178748,72.652459,23.171927,Polygon
residential,1333178749,72.652494,23.171777,Polygon
residential,1333178750,72.652546,23.171646,Polygon
residential,1333178751,72.652596,23.171491,Polygon
residential,1333178752,72.652449,23.172322,Polygon
residential,1333178765,72.649058,23.174266,Polygon
industrial,1333178766,72.65043,23.174033,Polygon
residential,1333184718,72.643393,23.174811,Polygon
residential,1333184719,72.643619,23.17511,Polygon
residential,1333184720,72.643842,23.17498,Polygon
residential,1333184721,72.643931,23.175507,Polygon
residential,1333184728,72.645573,23.174449,Polygon
residential,1333184731,72.642651,23.175041,Polygon
residential,1333184732,72.645197,23.174861,Polygon
residential,1333184733,72.645778,23.174333,Polygon
residential,1333184734,72.645766,23.174439,Polygon
residential,1333184735,72.645751,23.174577,Polygon
residential,1333184736,72.64573,23.17473,Polygon
residential,1333184737,72.645716,23.174868,Polygon
residential,1333184738,72.645697,23.175001,Polygon
residential,1333184739,72.645681,23.175157,Polygon
residential,1333184740,72.645673,23.175299,Polygon
residential,1333184741,72.645672,23.17543,Polygon
residential,1333184742,72.645659,23.175589,Polygon
residential,1333184743,72.645651,23.175723,Polygon
residential,1333184744,72.646021,23.176045,Polygon
residential,1333184745,72.645923,23.175861,Polygon
residential,1333184746,72.645929,23.175739,Polygon
residential,1333184747,72.645944,23.175612,Polygon
residential,1333184748,72.645947,23.175453,Polygon
residential,1333184749,72.645944,23.175325,Polygon
residential,1333184750,72.645956,23.175195,Polygon
residential,1333184751,72.646101,23.175199,Polygon
residential,1333184752,72.646067,23.175865,Polygon
residential,1333184753,72.646074,23.175743,Polygon
residential,1333184754,72.646089,23.175616,Polygon
residential,1333184755,72.646092,23.175457,Polygon
residential,1333184756,72.646089,23.17533,Polygon
residential,1333184757,72.646035,23.174372,Polygon
residential,1333184758,72.645954,23.175004,Polygon
residential,1333184759,72.645966,23.174913,Polygon
residential,1333184760,72.645991,23.174787,Polygon
residential,1333184761,72.646006,23.174629,Polygon
residential,1333184762,72.646013,23.174501,Polygon
residential,1333184763,72.64611,23.175027,Polygon
residential,1333184764,72.646122,23.174937,Polygon
residential,1333184765,72.646147,23.17481,Polygon
residential,1333184766,72.646162,23.174652,Polygon
residential,1333184767,72.646169,23.174525,Polygon
residential,1333184768,72.646191,23.174396,Polygon
residential,1333184769,72.646444,23.174491,Polygon
residential,1333184770,72.646563,23.174505,Polygon
residential,1333184771,72.646418,23.174599,Polygon
residential,1333184772,72.646538,23.174618,Polygon
residential,1333184773,72.646383,23.17481,Polygon
residential,1333184774,72.646533,23.174825,Polygon
commercial,1333184775,72.646764,23.174515,Polygon
residential,1333184776,72.646719,23.175114,Polygon
residential,1333184777,72.646943,23.175109,Polygon
residential,1333184778,72.647183,23.175103,Polygon
residential,1333184779,72.647289,23.175883,Polygon
residential,1333184780,72.647277,23.176162,Polygon
residential,1333184781,72.647259,23.176277,Polygon
residential,1333184782,72.647257,23.176358,Polygon
residential,1333184783,72.647237,23.176467,Polygon
residential,1333184784,72.647244,23.176552,Polygon
residential,1333184785,72.647004,23.176747,Polygon
residential,1333184786,72.647013,23.17667,Polygon
residential,1333184787,72.647007,23.176552,Polygon
residential,1333184788,72.647018,23.176474,Polygon
residential,1333184789,72.647032,23.176363,Polygon
residential,1333184790,72.646888,23.176351,Polygon
residential,1333184791,72.646915,23.175791,Polygon
residential,1333184792,72.64706,23.175849,Polygon
residential,1333184793,72.646929,23.175484,Polygon
residential,1333184794,72.64707,23.175592,Polygon
residential,1333184795,72.647081,23.17539,Polygon
residential,1333184796,72.646918,23.175272,Polygon
residential,1333184797,72.646338,23.17534,Polygon
residential,1333184798,72.646346,23.175554,Polygon
residential,1333184799,72.646339,23.175679,Polygon
residential,1333184800,72.646521,23.175684,Polygon
residential,1333184801,72.646515,23.175562,Polygon
residential,1333184802,72.64669,23.175543,Polygon
residential,1333184803,72.646315,23.175883,Polygon
residential,1333184804,72.646501,23.175883,Polygon
residential,1333184805,72.646438,23.176046,Polygon
residential,1333184806,72.646251,23.176054,Polygon
residential,1333184807,72.647202,23.177236,Polygon
residential,1333184808,72.647188,23.177386,Polygon
residential,1333184809,72.646925,23.178068,Polygon
residential,1333184810,72.647134,23.177793,Polygon
residential,1333184811,72.646975,23.177718,Polygon
residential,1333184812,72.646988,23.177444,Polygon
residential,1333184813,72.646693,23.178127,Polygon
residential,1333184814,72.645662,23.176328,Polygon
residential,1333184815,72.645662,23.176584,Polygon
residential,1333184816,72.645501,23.176726,Polygon
residential,1333184817,72.6455,23.176932,Polygon
residential,1333184818,72.645719,23.176936,Polygon
residential,1333184819,72.645992,23.176237,Polygon
residential,1333184820,72.645867,23.176279,Polygon
residential,1333184821,72.645847,23.17646,Polygon
residential,1333184822,72.645961,23.17654,Polygon
residential,1333184823,72.646174,23.176243,Polygon
residential,1333184824,72.646314,23.176288,Polygon
residential,1333184825,72.646302,23.176445,Polygon
residential,1333184826,72.646164,23.17644,Polygon
residential,1333184827,72.646156,23.176641,Polygon
residential,1333184828,72.646522,23.176506,Polygon
residential,1333188764,72.646624,23.177428,Polygon
residential,1333188765,72.64648,23.177434,Polygon
residential,1333188766,72.646491,23.177024,Polygon
residential,1333188767,72.646853,23.176961,Polygon
residential,1333188768,72.64699,23.176964,Polygon
residential,1333188769,72.646991,23.177055,Polygon
residential,1333188770,72.646124,23.176931,Polygon
residential,1333188771,72.646254,23.176939,Polygon
residential,1333188772,72.646109,23.177218,Polygon
residential,1333188773,72.6461,23.177419,Polygon
residential,1333188774,72.6459,23.177013,Polygon
residential,1333188775,72.645879,23.177211,Polygon
residential,1333188776,72.645876,23.177324,Polygon
residential,1333188777,72.645769,23.177395,Polygon
residential,1333188778,72.64577,23.177177,Polygon
residential,1333188779,72.645602,23.177083,Polygon
residential,1333188780,72.6456,23.177176,Polygon
residential,1333188781,72.645497,23.177085,Polygon
residential,1333188782,72.645483,23.177294,Polygon
residential,1333188783,72.645482,23.177382,Polygon
residential,1333188784,72.645235,23.177367,Polygon
residential,1333188785,72.645307,23.177371,Polygon
residential,1333188786,72.646425,23.176367,Polygon
residential,1333198855,72.644908,23.177367,Polygon
residential,1333198856,72.644554,23.17733,Polygon
residential,1333198857,72.64424,23.177315,Polygon
residential,1333198858,72.644245,23.17712,Polygon
residential,1333198859,72.644257,23.176897,Polygon
residential,1333198860,72.644273,23.176651,Polygon
residential,1333198861,72.644274,23.176558,Polygon
residential,1333198862,72.643875,23.177261,Polygon
residential,1333198863,72.643891,23.177071,Polygon
residential,1333198864,72.64403,23.177077,Polygon
residential,1333198865,72.64392,23.176594,Polygon
residential,1333198866,72.643543,23.17685,Polygon
residential,1333198867,72.643533,23.17705,Polygon
residential,1333198868,72.643676,23.177058,Polygon
residential,1333198869,72.643145,23.177026,Polygon
residential,1333198870,72.643131,23.177232,Polygon
residential,1333198871,72.643276,23.177226,Polygon
residential,1333198872,72.64294,23.176823,Polygon
residential,1333198873,72.642568,23.176989,Polygon
residential,1333198874,72.642988,23.176062,Polygon
residential,1333198875,72.642554,23.177211,Polygon
residential,1333198876,72.64278,23.177152,Polygon
residential,1333198877,72.642913,23.177243,Polygon
residential,1333198878,72.642799,23.176749,Polygon
residential,1333198879,72.643163,23.176775,Polygon
residential,1333198880,72.6433,23.176867,Polygon
residential,1333198881,72.642472,23.176477,Polygon
residential,1333198882,72.642612,23.176366,Polygon
residential,1333198883,72.642826,23.176504,Polygon
residential,1333198884,72.642835,23.176304,Polygon
residential,1333198885,72.642848,23.176107,Polygon
residential,1333198886,72.642985,23.176193,Polygon
residential,1333198887,72.642985,23.176385,Polygon
residential,1333198888,72.642979,23.176524,Polygon
residential,1333198889,72.643331,23.176305,Polygon
residential,1333198890,72.643157,23.176594,Polygon
residential,1333198891,72.643625,23.176538,Polygon
residential,1333198892,72.644076,23.176559,Polygon
residential,1333198893,72.643905,23.176836,Polygon
residential,1333198894,72.644662,23.176915,Polygon
residential,1333198895,72.641478,23.175987,Polygon
residential,1333198896,72.641848,23.175984,Polygon
residential,1333198897,72.643176,23.176833,Polygon
residential,1333198898,72.645995,23.178002,Polygon
residential,1333198899,72.645995,23.177885,Polygon
residential,1333198900,72.645999,23.177658,Polygon
residential,1333198901,72.646167,23.177675,Polygon
residential,1333198902,72.645725,23.17802,Polygon
residential,1333198903,72.645805,23.177838,Polygon
residential,1333198904,72.645819,23.177684,Polygon
residential,1333198905,72.64571,23.177601,Polygon
residential,1333198906,72.645498,23.178022,Polygon
residential,1333198907,72.645394,23.177922,Polygon
residential,1333198908,72.645517,23.177732,Polygon
residential,1333198909,72.645103,23.178034,Polygon
residential,1333198910,72.645208,23.177958,Polygon
residential,1333198911,72.645229,23.177812,Polygon
residential,1333198912,72.645107,23.177805,Polygon
residential,1333198913,72.645136,23.177619,Polygon
residential,1333198914,72.645237,23.177571,Polygon
residential,1333198915,72.644802,23.17799,Polygon
residential,1333198916,72.644819,23.177818,Polygon
residential,1333198917,72.644908,23.178027,Polygon
residential,1333198918,72.644924,23.177801,Polygon
residential,1333198919,72.644942,23.177634,Polygon
residential,1333198920,72.644834,23.177625,Polygon
residential,1333198921,72.644625,23.177973,Polygon
residential,1333198922,72.6445,23.177951,Polygon
residential,1333198923,72.644631,23.177771,Polygon
residential,1333198924,72.644527,23.177794,Polygon
residential,1333198925,72.644546,23.177615,Polygon
residential,1333198926,72.643831,23.177897,Polygon
residential,1333198927,72.643841,23.177704,Polygon
residential,1333198928,72.643479,23.177874,Polygon
residential,1333198929,72.6435,23.177681,Polygon
residential,1333198930,72.643506,23.177481,Polygon
residential,1333198931,72.643643,23.177573,Polygon
residential,1333198932,72.643077,23.178056,Polygon
residential,1333198933,72.643095,23.17785,Polygon
residential,1333198934,72.6431,23.177648,Polygon
residential,1333198935,72.64311,23.177461,Polygon
residential,1333198936,72.643226,23.178053,Polygon
residential,1333198937,72.643229,23.177957,Polygon
residential,1333198938,72.643229,23.177865,Polygon
residential,1333198939,72.643239,23.177755,Polygon
residential,1333198940,72.642869,23.177839,Polygon
residential,1333198941,72.642875,23.177688,Polygon
residential,1333198942,72.642897,23.177493,Polygon
residential,1333198943,72.643414,23.177699,Polygon
residential,1333198944,72.645305,23.177749,Polygon
residential,1333201376,72.642242,23.178175,Polygon
residential,1333201377,72.642224,23.178029,Polygon
residential,1333201378,72.64221,23.177889,Polygon
residential,1333201379,72.642183,23.177738,Polygon
residential,1333201380,72.642125,23.177206,Polygon
residential,1333201381,72.642139,23.177346,Polygon
residential,1333201382,72.642158,23.177491,Polygon
residential,1333201383,72.642107,23.177062,Polygon
residential,1333201384,72.642171,23.177612,Polygon
residential,1333201385,72.641928,23.178206,Polygon
residential,1333201386,72.64191,23.17806,Polygon
residential,1333201387,72.641896,23.17792,Polygon
