zone_class,centroid_lon,centroid_lat,geometry_type
residential,72.564661,23.028824,MultiPolygon
residential,72.566091,23.028182,MultiPolygon
residential,72.564596,23.028169,MultiPolygon
residential,72.56642,23.029138,MultiPolygon
residential,72.592567,23.041803,MultiPolygon
residential,72.590426,23.043153,MultiPolygon
residential,72.605748,23.118428,MultiPolygon
residential,72.695378,23.161178,MultiPolygon
residential,72.476387,23.031061,MultiPolygon
residential,72.735677,22.922491,MultiPolygon
residential,72.733739,22.919914,MultiPolygon
residential,72.589967,23.040951,MultiPolygon
residential,72.589056,23.038002,MultiPolygon
residential,72.595699,23.037721,MultiPolygon
residential,72.508105,23.00649,MultiPolygon
residential,72.589238,23.038722,MultiPolygon
residential,72.605463,23.119101,MultiPolygon
residential,72.587158,23.041923,MultiPolygon
residential,72.710993,22.921209,MultiPolygon
residential,72.470681,23.064609,MultiPolygon
residential,72.717684,22.870644,MultiPolygon
residential,72.605179,23.119738,MultiPolygon
residential,72.715429,22.893086,MultiPolygon
residential,72.507225,23.006779,MultiPolygon
residential,72.607951,23.11993,MultiPolygon
residential,72.610141,23.120303,MultiPolygon
residential,72.541515,23.02772,MultiPolygon
residential,72.632847,23.119151,MultiPolygon
residential,72.527018,23.041226,MultiPolygon
residential,72.578378,23.119432,MultiPolygon
residential,72.542028,23.015596,MultiPolygon
residential,72.504334,22.998299,MultiPolygon
residential,72.54041,23.121395,MultiPolygon
residential,72.505067,22.999378,MultiPolygon
residential,72.543081,23.014727,MultiPolygon
residential,72.543478,23.016813,MultiPolygon
residential,72.540975,23.016494,MultiPolygon
residential,72.580641,23.05994,MultiPolygon
residential,72.580087,23.048538,MultiPolygon
residential,72.459217,23.01013,MultiPolygon
residential,72.539886,23.011165,MultiPolygon
residential,72.625131,23.120114,MultiPolygon
residential,72.58546,23.160218,MultiPolygon
residential,72.62345,23.119853,MultiPolygon
residential,72.621321,23.118383,MultiPolygon
residential,72.463123,22.991834,MultiPolygon
residential,72.53827,23.010768,MultiPolygon
residential,72.538317,23.011418,MultiPolygon
residential,72.538197,23.012161,MultiPolygon
residential,72.534732,23.013463,MultiPolygon
residential,72.535553,23.013992,MultiPolygon
residential,72.536118,23.013586,MultiPolygon
residential,72.534917,23.010392,MultiPolygon
residential,72.532698,23.010354,MultiPolygon
residential,72.526565,23.017255,MultiPolygon
residential,72.551119,23.003681,MultiPolygon
residential,72.546898,22.998669,MultiPolygon
residential,72.54831,22.999185,MultiPolygon
residential,72.55213,23.001232,MultiPolygon
residential,72.549691,22.999621,MultiPolygon
residential,72.549962,23.016075,MultiPolygon
residential,72.547803,23.016177,MultiPolygon
residential,72.552528,23.013532,MultiPolygon
residential,72.554394,23.010695,MultiPolygon
residential,72.582167,23.078079,MultiPolygon
residential,72.558322,23.00424,MultiPolygon
residential,72.545187,23.018518,MultiPolygon
residential,72.543431,23.013953,MultiPolygon
residential,72.536813,23.017727,MultiPolygon
residential,72.542811,23.016772,MultiPolygon
residential,72.540254,23.019216,MultiPolygon
residential,72.540369,23.018381,MultiPolygon
residential,72.540432,23.017985,MultiPolygon
residential,72.63494,23.184451,MultiPolygon
residential,72.540492,23.017585,MultiPolygon
residential,72.54053,23.017207,MultiPolygon
residential,72.683285,23.124211,MultiPolygon
residential,72.525749,23.018596,MultiPolygon
residential,72.525086,23.022563,MultiPolygon
residential,72.539722,23.021012,MultiPolygon
residential,72.532111,23.023369,MultiPolygon
residential,72.532922,23.024811,MultiPolygon
residential,72.531283,23.02494,MultiPolygon
residential,72.568245,23.084786,MultiPolygon
residential,72.532025,23.026352,MultiPolygon
residential,72.518416,23.010417,MultiPolygon
residential,72.526929,23.012226,MultiPolygon
residential,72.518172,23.012287,MultiPolygon
residential,72.518642,23.008883,MultiPolygon
residential,72.52374,23.009449,MultiPolygon
residential,72.537138,23.004438,MultiPolygon
residential,72.528435,23.004128,MultiPolygon
residential,72.55026,23.021356,MultiPolygon
residential,72.552842,23.023292,MultiPolygon
residential,72.532949,23.019323,MultiPolygon
residential,72.529365,23.017638,MultiPolygon
residential,72.529372,23.015247,MultiPolygon
residential,72.527234,23.01486,MultiPolygon
residential,72.533894,23.027418,MultiPolygon
residential,72.537788,23.027298,MultiPolygon
residential,72.543507,23.023763,MultiPolygon
residential,72.546532,23.020018,MultiPolygon
residential,72.541376,23.027431,MultiPolygon
residential,72.541912,23.023994,MultiPolygon
residential,72.5321,23.013433,MultiPolygon
residential,72.545116,23.029014,MultiPolygon
residential,72.558648,23.09041,MultiPolygon
residential,72.512819,23.025124,MultiPolygon
residential,72.54197,23.005619,MultiPolygon
residential,72.52613,23.02756,MultiPolygon
residential,72.530139,23.010016,MultiPolygon
residential,72.537731,23.023943,MultiPolygon
residential,72.534705,23.007806,MultiPolygon
residential,72.538348,23.009727,MultiPolygon
residential,72.55827,23.088895,MultiPolygon
residential,72.530048,23.012582,MultiPolygon
residential,72.630382,23.180531,MultiPolygon
residential,72.650324,23.165925,MultiPolygon
residential,72.518452,22.99826,MultiPolygon
residential,72.65051,23.163239,MultiPolygon
residential,72.650647,23.164603,MultiPolygon
residential,72.652139,23.166066,MultiPolygon
residential,72.621285,23.191218,MultiPolygon
residential,72.520427,23.002436,MultiPolygon
residential,72.541513,23.027556,MultiPolygon
residential,72.569059,23.084444,MultiPolygon
residential,72.629325,23.180646,MultiPolygon
residential,72.523188,23.016221,MultiPolygon
residential,72.649179,23.164797,MultiPolygon
residential,72.650602,23.165474,MultiPolygon
residential,72.660579,23.166852,MultiPolygon
residential,72.565264,23.075791,MultiPolygon
residential,72.654683,23.176255,MultiPolygon
residential,72.522998,23.01647,MultiPolygon
residential,72.523557,23.016306,MultiPolygon
residential,72.567593,23.084778,MultiPolygon
residential,72.677178,23.165313,MultiPolygon
residential,72.56714,23.08453,MultiPolygon
residential,72.524128,23.016264,MultiPolygon
residential,72.522387,23.018853,MultiPolygon
residential,72.522485,23.017695,MultiPolygon
residential,72.566959,23.079874,MultiPolygon
residential,72.513201,23.015777,MultiPolygon
residential,72.528168,23.022064,MultiPolygon
residential,72.585388,23.113743,MultiPolygon
residential,72.520958,23.083154,MultiPolygon
residential,72.520406,23.08057,MultiPolygon
residential,72.579068,23.076937,MultiPolygon
residential,72.564169,23.08014,MultiPolygon
residential,72.57793,23.076774,MultiPolygon
residential,72.591289,23.07554,MultiPolygon
residential,72.54493,23.094049,MultiPolygon
residential,72.545301,23.094388,MultiPolygon
residential,72.585637,23.083053,MultiPolygon
open-space,72.628685,23.073033,MultiPolygon
open-space,72.537287,23.168961,MultiPolygon
open-space,72.691841,23.163666,MultiPolygon
open-space,72.689939,23.165286,MultiPolygon
open-space,72.697328,23.161643,MultiPolygon
open-space,72.689362,23.169365,MultiPolygon
open-space,72.690252,23.17056,MultiPolygon
open-space,72.690157,23.168082,MultiPolygon
open-space,72.693573,23.161973,MultiPolygon
open-space,72.696401,23.162202,MultiPolygon
open-space,72.702365,23.161179,MultiPolygon
open-space,72.701916,23.161471,MultiPolygon
open-space,72.700717,23.162077,MultiPolygon
open-space,72.542269,23.129027,MultiPolygon
open-space,72.54228,23.127705,MultiPolygon
open-space,72.543701,23.127707,MultiPolygon
open-space,72.54368,23.129034,MultiPolygon
open-space,72.546724,23.128957,MultiPolygon
open-space,72.544747,23.127601,MultiPolygon
open-space,72.689156,23.160574,MultiPolygon
open-space,72.689337,23.160517,MultiPolygon
open-space,72.690082,23.160876,MultiPolygon
open-space,72.692262,23.161209,MultiPolygon
open-space,72.686351,23.16562,MultiPolygon
open-space,72.687837,23.164638,MultiPolygon
open-space,72.688151,23.164916,MultiPolygon
open-space,72.68757,23.163955,MultiPolygon
open-space,72.701533,23.162643,MultiPolygon
open-space,72.701575,23.162919,MultiPolygon
open-space,72.701785,23.163033,MultiPolygon
open-space,72.701822,23.163266,MultiPolygon
open-space,72.701302,23.162546,MultiPolygon
open-space,72.702175,23.163094,MultiPolygon
open-space,72.701981,23.162999,MultiPolygon
open-space,72.701672,23.162595,MultiPolygon
open-space,72.70193,23.162739,MultiPolygon
open-space,72.70166,23.162363,MultiPolygon
open-space,72.700821,23.1624,MultiPolygon
open-space,72.701384,23.16343,MultiPolygon
open-space,72.696643,23.161362,MultiPolygon
open-space,72.686956,23.165209,MultiPolygon
open-space,72.68741,23.165139,MultiPolygon
open-space,72.568498,23.186914,MultiPolygon
open-space,72.578491,23.189804,MultiPolygon
open-space,72.579491,23.189075,MultiPolygon
open-space,72.578852,23.188643,MultiPolygon
open-space,72.547756,23.129105,MultiPolygon
open-space,72.547762,23.128493,MultiPolygon
open-space,72.457542,22.980995,MultiPolygon
open-space,72.457609,22.972643,MultiPolygon
open-space,72.458143,22.972563,MultiPolygon
open-space,72.458644,22.972469,MultiPolygon
open-space,72.523783,23.081205,MultiPolygon
open-space,72.523989,23.078099,MultiPolygon
open-space,72.52383,23.077991,MultiPolygon
open-space,72.523911,23.078255,MultiPolygon
open-space,72.593739,23.094975,MultiPolygon
open-space,72.570157,23.01095,MultiPolygon
open-space,72.571302,23.011135,MultiPolygon
open-space,72.557596,23.021265,MultiPolygon
open-space,72.581108,23.023812,MultiPolygon
open-space,72.581291,23.024257,MultiPolygon
open-space,72.536724,23.040248,MultiPolygon
open-space,72.573369,23.014043,MultiPolygon
open-space,72.524241,23.066025,MultiPolygon
open-space,72.524114,23.065253,MultiPolygon
open-space,72.526719,23.04545,MultiPolygon
open-space,72.535011,23.036086,MultiPolygon
open-space,72.573268,23.014498,MultiPolygon
open-space,72.57295,23.011947,MultiPolygon
open-space,72.55708,22.983776,MultiPolygon
open-space,72.554652,22.983117,MultiPolygon
open-space,72.624961,23.069552,MultiPolygon
open-space,72.625467,23.076781,MultiPolygon
open-space,72.62565,23.076957,MultiPolygon
open-space,72.625264,23.076587,MultiPolygon
open-space,72.625048,23.076396,MultiPolygon
open-space,72.624849,23.076209,MultiPolygon
open-space,72.624636,23.076014,MultiPolygon
open-space,72.582238,23.024254,MultiPolygon
open-space,72.556056,22.979253,MultiPolygon
open-space,72.555777,22.979533,MultiPolygon
open-space,72.554498,22.98023,MultiPolygon
open-space,72.554437,22.979841,MultiPolygon
open-space,72.55502,22.979345,MultiPolygon
open-space,72.55457,22.979073,MultiPolygon
open-space,72.554819,22.979871,MultiPolygon
open-space,72.554772,22.979738,MultiPolygon
open-space,72.55476,22.979553,MultiPolygon
open-space,72.554679,22.979437,MultiPolygon
open-space,72.555476,23.019909,MultiPolygon
open-space,72.664007,23.214851,MultiPolygon
open-space,72.672277,23.213393,MultiPolygon
open-space,72.685223,23.213312,MultiPolygon
open-space,72.684662,23.212464,MultiPolygon
open-space,72.683775,23.21147,MultiPolygon
open-space,72.655815,23.219265,MultiPolygon
open-space,72.656229,23.219878,MultiPolygon
open-space,72.656451,23.219976,MultiPolygon
open-space,72.657208,23.219676,MultiPolygon
open-space,72.658138,23.219528,MultiPolygon
open-space,72.657301,23.218139,MultiPolygon
open-space,72.657386,23.218354,MultiPolygon
open-space,72.657801,23.219022,MultiPolygon
open-space,72.657939,23.219196,MultiPolygon
open-space,72.653238,23.213436,MultiPolygon
open-space,72.614238,23.216356,MultiPolygon
open-space,72.622002,23.218217,MultiPolygon
open-space,72.618006,23.212804,MultiPolygon
open-space,72.668298,23.21743,MultiPolygon
open-space,72.667842,23.216932,MultiPolygon
open-space,72.667087,23.216922,MultiPolygon
open-space,72.651045,23.192734,MultiPolygon
open-space,72.666319,23.217408,MultiPolygon
open-space,72.666516,23.218109,MultiPolygon
open-space,72.685587,23.208358,MultiPolygon
open-space,72.684352,23.206425,MultiPolygon
open-space,72.670379,23.195193,MultiPolygon
open-space,72.671186,23.151583,MultiPolygon
open-space,72.645473,23.160352,MultiPolygon
open-space,72.639659,23.195968,MultiPolygon
open-space,72.6421,23.167892,MultiPolygon
open-space,72.674465,23.16219,MultiPolygon
open-space,72.680805,23.163759,MultiPolygon
open-space,72.678077,23.164269,MultiPolygon
open-space,72.678075,23.163854,MultiPolygon
open-space,72.679114,23.163686,MultiPolygon
open-space,72.674752,23.164326,MultiPolygon
open-space,72.676746,23.163257,MultiPolygon
open-space,72.677013,23.161978,MultiPolygon
open-space,72.686538,23.159856,MultiPolygon
open-space,72.684657,23.151526,MultiPolygon
open-space,72.676726,23.164703,MultiPolygon
open-space,72.674558,23.165296,MultiPolygon
open-space,72.674631,23.165874,MultiPolygon
open-space,72.68453,23.166543,MultiPolygon
open-space,72.684355,23.165794,MultiPolygon
open-space,72.683654,23.16592,MultiPolygon
open-space,72.67742,23.164165,MultiPolygon
open-space,72.678004,23.163988,MultiPolygon
open-space,72.678326,23.163243,MultiPolygon
open-space,72.614884,23.19517,MultiPolygon
open-space,72.612428,23.125426,MultiPolygon
open-space,72.512128,23.008648,MultiPolygon
open-space,72.546796,23.017975,MultiPolygon
open-space,72.493414,23.040178,MultiPolygon
open-space,72.493656,23.041016,MultiPolygon
open-space,72.579603,23.027462,MultiPolygon
open-space,72.558447,23.029947,MultiPolygon
open-space,72.584321,23.058634,MultiPolygon
open-space,72.576595,23.063602,MultiPolygon
open-space,72.537707,23.009285,MultiPolygon
open-space,72.492662,23.084233,MultiPolygon
open-space,72.455011,23.046125,MultiPolygon
open-space,72.538851,23.008468,MultiPolygon
open-space,72.536578,23.008967,MultiPolygon
open-space,72.686013,23.214619,MultiPolygon
open-space,72.687258,23.212454,MultiPolygon
open-space,72.687724,23.210463,MultiPolygon
open-space,72.606663,23.00064,MultiPolygon
open-space,72.605607,22.998311,MultiPolygon
open-space,72.621895,23.018713,MultiPolygon
mixed-use,72.5774,23.02155,MultiPolygon
mixed-use,72.587033,23.023172,MultiPolygon
mixed-use,72.580301,23.010897,MultiPolygon
mixed-use,72.561646,23.032634,MultiPolygon
mixed-use,72.587943,23.044551,MultiPolygon
mixed-use,72.588568,23.047852,MultiPolygon
mixed-use,72.536282,22.996973,MultiPolygon
